"ID","iso_code","country_code","country_or_subregion","serotype","year","epi_week","total_cases","incidence_rate","laboratory_confirmed","perc_laboratory_confirmed","severe_dengue","SD_D_per_100","deaths","CFR","population_per_1000"
4,"URY",858,"Uruguay",NA,2014,5,0,0,0,NA,0,NA,0,NA,3419
4,NA,NA,"Southern Cone",NA,2014,NA,39052,14.36,13224,33.86,51,0.13,38,0.097,271947
5,"CUB",192,"Cuba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11259
5,"DOM",214,"Dominican Republic","DEN 1,2,4",2014,5,942,8.95,NA,NA,35,3.72,5,0.531,10529
5,"PRI",630,"Puerto Rico","DEN 1,2,4",2014,5,551,14.96,88,15.97,1,0.18,0,0,3684
5,NA,NA,"Latin Caribbean",NA,2014,NA,1493,5.86,88,5.89,36,2.41,5,0.335,25472
6,"AIA",660,"Anguilla",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
6,"ATG",28,"Antigua and Barbuda",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,91
6,"ABW",533,"Aruba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,111
6,"BHS",44,"Bahamas",NA,2014,4,4,1.04,0,0,0,0,0,0,383
6,"BRB",52,"Barbados",NA,2014,5,116,40,35,30.17,NA,NA,0,0,290
6,"BMU",60,"Bermuda",NA,2014,5,0,0,0,NA,0,NA,0,NA,70
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
6,"CYM",136,"Cayman Islands",NA,2014,1,0,0,NA,NA,NA,NA,NA,NA,55
6,"CUW",531,"Curaçao",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,148
6,"DMA",212,"Dominica",NA,2014,1,0,0,NA,NA,NA,NA,NA,NA,73
6,"GUF",254,"French Guiana","DEN 1,2,4",2014,4,69,27.06,69,100,0,0,0,0,255
6,"GRD",308,"Grenada",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,110
6,"GLP",312,"Guadeloupe",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,468
6,"GUY",328,"Guyana",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,804
6,"HTI",332,"Haiti",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461
6,"JAM",388,"Jamaica",NA,2014,5,32,1.14,4,12.5,0,0,0,0,2799
6,"MTQ",474,"Martinique","DEN 1,2,4",2014,4,175,43.21,175,100,0,0,0,0,405
6,"MSR",500,"Montserrat",NA,2014,5,0,0,0,NA,0,NA,0,NA,5
6,"BLM",652,"Saint Barthelemy",NA,2014,5,35,100,14,40,0,0,0,0,35
6,"KNA",659,"Saint Kitts and Nevis",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
6,"LCA",662,"Saint Lucia",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,163
6,"MAF",663,"Saint Martin",NA,2014,4,142,443.75,142,100,1,0.7,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,103
6,"SXM",534,"Sint Maarten",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
6,"SUR",740,"Suriname",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,544
6,"TTO",780,"Trinidad and Tobago",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344
6,"TCA",796,"Turks and Caicos Islands",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
6,"VGB",92,"Virgin Islands (UK)",NA,2014,4,13,39.39,0,0,0,0,0,0,33
6,"VIR",850,"Virgin Islands (US)",NA,2014,5,1,0.96,1,100,0,0,0,0,104
6,NA,NA,"Non-Latin Caribbean",NA,2014,NA,587,3.05,440,74.96,1,0.17,0,0,19268
7,NA,NA,"The Americas",NA,2014,NA,79136,8.36,21068,26.62,855,1.08,45,0.057,946328
1,"CAN",124,"Canada",NA,2014,6,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2014,6,60,0.02,60,100,0,0,0,0,322583
1,NA,NA,"North America",NA,2014,NA,60,0.02,60,100,0,0,0,0,322583
2,"BLZ",84,"Belize",NA,2014,6,285,83.82,10,3.51,NA,NA,NA,NA,340
2,"CRI",188,"Costa Rica","DEN 1,2,3",2014,6,1177,23.84,NA,NA,NA,NA,0,0,4938
2,"SLV",222,"El Salvador","DEN 1,2,3",2014,6,2174,34.05,729,33.53,9,0.41,0,0,6384
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2014,6,285,1.8,0,0,0,0,0,0,15860
2,"HND",340,"Honduras","DEN 2,3,4",2014,6,853,10.33,NA,NA,136,15.94,0,0,8261
2,"MEX",484,"Mexico","DEN 1,2,3,4",2014,6,6311,5.1,987,15.64,352,5.58,0,0,123799
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2014,6,2494,40.43,293,11.75,0,0,0,0,6169
2,"PAN",591,"Panama","DEN 1,2,3",2014,6,2590,65.97,0,0,13,0.5,6,0.232,3926
2,NA,NA,"Central America Ithsmus and Mexico",NA,2014,NA,16169,9.53,2019,12.49,510,3.15,6,0.037,169677
3,"BOL",68,"Bolivia","DEN 4",2014,6,3130,28.85,550,17.57,63,2.01,0,0,10848
3,"COL",170,"Colombia","DEN 1,2,3,4",2014,6,13866,28.34,3620,26.11,348,2.51,0,0,48930
3,"ECU",593,"Ecuador","DEN 1,2,3,4",2014,6,1039,6.5,1039,100,3,0.29,0,0,15983
3,"PER",604,"Peru","DEN 1,2,3,4",2014,6,3474,11.29,1322,38.05,16,0.46,4,0.115,30769
3,"VEN",862,"Venezuela",NA,2014,6,10883,35.28,0,0,36,0.33,0,0,30851
3,NA,NA,"Andean Subregion",NA,2014,NA,32392,23.58,6531,20.16,466,1.44,4,0.012,137381
4,"ARG",32,"Argentina","DEN 4",2014,6,441,1.05,7,1.59,0,0,0,0,41803
4,"BRA",76,"Brazil","DEN 1,2,3,4",2014,6,46512,23.02,17846,38.37,65,0.14,49,0.105,202034
4,"CHL",152,"Chile",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,17773
4,"PRY",600,"Paraguay","DEN 1,2,4",2014,6,3818,55.19,70,1.83,2,0.05,1,0.026,6918
4,"URY",858,"Uruguay",NA,2014,6,0,0,0,NA,0,NA,0,NA,3419
4,NA,NA,"Southern Cone",NA,2014,NA,50771,18.67,17923,35.3,67,0.13,50,0.098,271947
5,"CUB",192,"Cuba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11259
5,"DOM",214,"Dominican Republic","DEN 1,2,4",2014,6,1104,10.49,NA,NA,45,4.08,6,0.543,10529
5,"PRI",630,"Puerto Rico","DEN 1,2,4",2014,6,649,17.62,89,13.71,1,0.15,0,0,3684
5,NA,NA,"Latin Caribbean",NA,2014,NA,1753,6.88,89,5.08,46,2.62,6,0.342,25472
6,"AIA",660,"Anguilla","DEN 1,4",2014,6,7,43.75,2,28.57,0,0,0,0,16
6,"ATG",28,"Antigua and Barbuda",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,91
6,"ABW",533,"Aruba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,111
6,"BHS",44,"Bahamas",NA,2014,4,4,1.04,0,0,0,0,0,0,383
6,"BRB",52,"Barbados",NA,2014,6,142,48.97,39,27.46,NA,NA,0,0,290
6,"BMU",60,"Bermuda",NA,2014,6,0,0,0,NA,0,NA,0,NA,70
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
6,"CYM",136,"Cayman Islands",NA,2014,6,2,3.64,0,0,0,0,0,0,55
6,"CUW",531,"Curaçao",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,148
6,"DMA",212,"Dominica",NA,2014,6,23,31.51,0,0,0,0,0,0,73
6,"GUF",254,"French Guiana","DEN 1,2,4",2014,4,69,27.06,69,100,0,0,0,0,255
6,"GRD",308,"Grenada",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,110
6,"GLP",312,"Guadeloupe",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,468
6,"GUY",328,"Guyana",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,804
6,"HTI",332,"Haiti",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461
6,"JAM",388,"Jamaica",NA,2014,6,35,1.25,4,11.43,0,0,0,0,2799
6,"MTQ",474,"Martinique","DEN 1,2,4",2014,4,175,43.21,175,100,0,0,0,0,405
6,"MSR",500,"Montserrat",NA,2014,6,0,0,0,NA,0,NA,0,NA,5
6,"BLM",652,"Saint Barthelemy",NA,2014,6,35,100,14,40,0,0,0,0,35
6,"KNA",659,"Saint Kitts and Nevis",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
6,"LCA",662,"Saint Lucia",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,163
6,"MAF",663,"Saint Martin",NA,2014,4,142,443.75,142,100,1,0.7,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,103
6,"SXM",534,"Sint Maarten",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
6,"SUR",740,"Suriname",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,544
6,"TTO",780,"Trinidad and Tobago",NA,2014,6,4,0.3,1,25,0,0,0,0,1344
6,"TCA",796,"Turks and Caicos Islands",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
6,"VGB",92,"Virgin Islands (UK)",NA,2014,4,13,39.39,0,0,0,0,0,0,33
6,"VIR",850,"Virgin Islands (US)",NA,2014,6,1,0.96,1,100,0,0,0,0,104
6,NA,NA,"Non-Latin Caribbean",NA,2014,NA,652,3.38,447,68.56,1,0.15,0,0,19268
7,NA,NA,"The Americas",NA,2014,NA,101797,10.76,27069,26.59,1090,1.07,66,0.065,946328
1,"CAN",124,"Canada",NA,2014,7,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2014,7,66,0.02,66,100,0,0,0,0,322583
1,NA,NA,"North America",NA,2014,NA,66,0.02,66,100,0,0,0,0,322583
2,"BLZ",84,"Belize",NA,2014,7,323,95,15,4.64,NA,NA,NA,NA,340
2,"CRI",188,"Costa Rica","DEN 1,2,3",2014,7,1322,26.77,NA,NA,NA,NA,0,0,4938
2,"SLV",222,"El Salvador","DEN 1,2,3",2014,7,2580,40.41,921,35.7,12,0.47,0,0,6384
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2014,7,331,2.09,127,38.37,0,0,0,0,15860
2,"HND",340,"Honduras","DEN 2,3,4",2014,7,1004,12.15,NA,NA,162,16.14,0,0,8261
2,"MEX",484,"Mexico","DEN 1,2,3,4",2014,7,7591,6.13,1371,18.06,523,6.89,0,0,123799
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2014,7,2889,46.83,382,13.22,0,0,0,0,6169
2,"PAN",591,"Panama","DEN 1,2,3",2014,7,2590,65.97,0,0,13,0.5,6,0.232,3926
2,NA,NA,"Central America Ithsmus and Mexico",NA,2014,NA,18630,10.98,2816,15.12,710,3.81,6,0.032,169677
3,"BOL",68,"Bolivia","DEN 4",2014,7,4046,37.3,660,16.31,77,1.9,0,0,10848
3,"COL",170,"Colombia","DEN 1,2,3,4",2014,7,15894,32.48,3987,25.08,385,2.42,0,0,48930
3,"ECU",593,"Ecuador","DEN 1,2,3,4",2014,7,1306,8.17,1306,100,3,0.23,0,0,15983
3,"PER",604,"Peru","DEN 1,2,3,4",2014,7,4101,13.33,1520,37.06,20,0.49,7,0.171,30769
3,"VEN",862,"Venezuela",NA,2014,7,12450,40.36,0,0,41,0.33,0,0,30851
3,NA,NA,"Andean Subregion",NA,2014,NA,37797,27.51,7473,19.77,526,1.39,7,0.019,137381
4,"ARG",32,"Argentina","DEN 4",2014,7,544,1.3,10,1.84,0,0,0,0,41803
4,"BRA",76,"Brazil","DEN 1,2,3,4",2014,7,59465,29.43,23641,39.76,78,0.13,56,0.094,202034
4,"CHL",152,"Chile",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,17773
4,"PRY",600,"Paraguay","DEN 1,2,4",2014,7,4327,62.55,77,1.78,2,0.05,1,0.023,6918
4,"URY",858,"Uruguay",NA,2014,7,0,0,0,NA,0,NA,0,NA,3419
4,NA,NA,"Southern Cone",NA,2014,NA,64336,23.66,23728,36.88,80,0.12,57,0.089,271947
5,"CUB",192,"Cuba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11259
5,"DOM",214,"Dominican Republic","DEN 1,2,4",2014,7,1243,11.81,NA,NA,54,4.34,8,0.644,10529
5,"PRI",630,"Puerto Rico","DEN 1,2,4",2014,7,739,20.06,106,14.34,1,0.14,0,0,3684
5,NA,NA,"Latin Caribbean",NA,2014,NA,1982,7.78,106,5.35,55,2.77,8,0.404,25472
6,"AIA",660,"Anguilla","DEN 1,4",2014,6,7,43.75,2,28.57,0,0,0,0,16
6,"ATG",28,"Antigua and Barbuda",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,91
6,"ABW",533,"Aruba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,111
6,"BHS",44,"Bahamas",NA,2014,4,4,1.04,0,0,0,0,0,0,383
6,"BRB",52,"Barbados",NA,2014,7,161,55.52,49,30.43,NA,NA,0,0,290
6,"BMU",60,"Bermuda",NA,2014,7,0,0,0,NA,0,NA,0,NA,70
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
6,"CYM",136,"Cayman Islands",NA,2014,6,2,3.64,0,0,0,0,0,0,55
6,"CUW",531,"Curaçao",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,148
6,"DMA",212,"Dominica",NA,2014,6,23,31.51,0,0,0,0,0,0,73
6,"GUF",254,"French Guiana","DEN 1,2,4",2014,4,69,27.06,69,100,0,0,0,0,255
6,"GRD",308,"Grenada",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,110
6,"GLP",312,"Guadeloupe","DEN 1,2,4",2014,7,664,141.88,262,39.46,8,1.2,0,0,468
6,"GUY",328,"Guyana",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,804
6,"HTI",332,"Haiti",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461
6,"JAM",388,"Jamaica",NA,2014,7,40,1.43,4,10,0,0,0,0,2799
6,"MTQ",474,"Martinique","DEN 1,2,4",2014,4,175,43.21,175,100,0,0,0,0,405
6,"MSR",500,"Montserrat",NA,2014,7,0,0,0,NA,0,NA,0,NA,5
6,"BLM",652,"Saint Barthelemy",NA,2014,7,35,100,14,40,0,0,0,0,35
6,"KNA",659,"Saint Kitts and Nevis",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
6,"LCA",662,"Saint Lucia",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,163
6,"MAF",663,"Saint Martin",NA,2014,4,142,443.75,142,100,1,0.7,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,103
6,"SXM",534,"Sint Maarten",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
6,"SUR",740,"Suriname",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,544
6,"TTO",780,"Trinidad and Tobago",NA,2014,6,4,0.3,1,25,0,0,0,0,1344
6,"TCA",796,"Turks and Caicos Islands",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
6,"VGB",92,"Virgin Islands (UK)",NA,2014,4,13,39.39,0,0,0,0,0,0,33
6,"VIR",850,"Virgin Islands (US)",NA,2014,7,1,0.96,1,100,0,0,0,0,104
6,NA,NA,"Non-Latin Caribbean",NA,2014,NA,1340,6.95,719,53.66,9,0.67,0,0,19268
7,NA,NA,"The Americas",NA,2014,NA,124151,13.12,34908,28.12,1380,1.11,78,0.063,946328
1,"CAN",124,"Canada",NA,2014,8,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2014,8,73,0.02,73,100,0,0,0,0,322583
1,NA,NA,"North America",NA,2014,NA,73,0.02,73,100,0,0,0,0,322583
2,"BLZ",84,"Belize",NA,2014,8,371,109.12,18,4.85,NA,NA,NA,NA,340
2,"CRI",188,"Costa Rica","DEN 1,2,3",2014,8,1454,29.45,NA,NA,NA,NA,0,0,4938
2,"SLV",222,"El Salvador","DEN 1,2,3",2014,8,3010,47.15,1100,36.54,22,0.73,0,0,6384
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2014,8,657,4.14,127,19.33,4,0.61,0,0,15860
2,"HND",340,"Honduras","DEN 2,3,4",2014,8,1178,14.26,NA,NA,193,16.38,0,0,8261
2,"MEX",484,"Mexico","DEN 1,2,3,4",2014,8,8899,7.19,1639,18.42,594,6.67,0,0,123799
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2014,8,3288,53.3,388,11.8,0,0,0,0,6169
2,"PAN",591,"Panama","DEN 1,2,3",2014,8,2859,72.82,0,0,13,0.45,6,0.21,3926
2,NA,NA,"Central America Ithsmus and Mexico",NA,2014,NA,21716,12.8,3272,15.07,826,3.8,6,0.028,169677
3,"BOL",68,"Bolivia","DEN 4",2014,8,5200,47.94,801,15.4,100,1.92,0,0,10848
3,"COL",170,"Colombia","DEN 1,2,3,4",2014,8,17917,36.62,6463,36.07,440,2.46,0,0,48930
3,"ECU",593,"Ecuador","DEN 1,2,3,4",2014,8,1549,9.69,1549,100,5,0.32,0,0,15983
3,"PER",604,"Peru","DEN 1,2,3,4",2014,8,4868,15.82,1924,39.52,26,0.53,9,0.185,30769
3,"VEN",862,"Venezuela",NA,2014,8,13775,44.65,0,0,43,0.31,0,0,30851
3,NA,NA,"Andean Subregion",NA,2014,NA,43309,31.52,10737,24.79,614,1.42,9,0.021,137381
4,"ARG",32,"Argentina","DEN 4",2014,8,647,1.55,14,2.16,0,0,0,0,41803
4,"BRA",76,"Brazil","DEN 1,2,3,4",2014,8,73116,36.19,29448,40.28,93,0.13,62,0.085,202034
4,"CHL",152,"Chile",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,17773
4,"PRY",600,"Paraguay","DEN 1,2,4",2014,8,4747,68.62,268,5.65,2,0.04,1,0.021,6918
4,"URY",858,"Uruguay",NA,2014,8,0,0,0,NA,0,NA,0,NA,3419
4,NA,NA,"Southern Cone",NA,2014,NA,78510,28.87,29730,37.87,95,0.12,63,0.08,271947
5,"CUB",192,"Cuba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11259
5,"DOM",214,"Dominican Republic","DEN 1,2,4",2014,8,1367,12.98,NA,NA,58,4.24,10,0.732,10529
5,"PRI",630,"Puerto Rico","DEN 1,2,4",2014,8,818,22.2,140,17.11,2,0.24,0,0,3684
5,NA,NA,"Latin Caribbean",NA,2014,NA,2185,8.58,140,6.41,60,2.75,10,0.458,25472
6,"AIA",660,"Anguilla","DEN 1,4",2014,6,7,43.75,2,28.57,0,0,0,0,16
6,"ATG",28,"Antigua and Barbuda",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,91
6,"ABW",533,"Aruba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,111
6,"BHS",44,"Bahamas",NA,2014,4,4,1.04,0,0,0,0,0,0,383
6,"BRB",52,"Barbados",NA,2014,8,178,61.38,56,31.46,NA,NA,0,0,290
6,"BMU",60,"Bermuda",NA,2014,8,0,0,0,NA,0,NA,0,NA,70
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
6,"CYM",136,"Cayman Islands",NA,2014,6,2,3.64,0,0,0,0,0,0,55
6,"CUW",531,"Curaçao",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,148
6,"DMA",212,"Dominica",NA,2014,6,23,31.51,0,0,0,0,0,0,73
6,"GUF",254,"French Guiana","DEN 1,2,4",2014,4,69,27.06,69,100,0,0,0,0,255
6,"GRD",308,"Grenada",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,110
6,"GLP",312,"Guadeloupe","DEN 1,2,4",2014,7,664,141.88,262,39.46,8,1.2,0,0,468
6,"GUY",328,"Guyana",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,804
6,"HTI",332,"Haiti",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461
6,"JAM",388,"Jamaica",NA,2014,8,46,1.64,4,8.7,0,0,0,0,2799
6,"MTQ",474,"Martinique","DEN 1,2,4",2014,4,175,43.21,175,100,0,0,0,0,405
6,"MSR",500,"Montserrat",NA,2014,8,0,0,0,NA,0,NA,0,NA,5
6,"BLM",652,"Saint Barthelemy",NA,2014,8,35,100,14,40,0,0,0,0,35
6,"KNA",659,"Saint Kitts and Nevis",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
6,"LCA",662,"Saint Lucia",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,163
6,"MAF",663,"Saint Martin",NA,2014,4,142,443.75,142,100,1,0.7,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,103
6,"SXM",534,"Sint Maarten",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
6,"SUR",740,"Suriname",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,544
6,"TTO",780,"Trinidad and Tobago",NA,2014,6,4,0.3,1,25,0,0,0,0,1344
6,"TCA",796,"Turks and Caicos Islands",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
6,"VGB",92,"Virgin Islands (UK)",NA,2014,4,13,39.39,0,0,0,0,0,0,33
6,"VIR",850,"Virgin Islands (US)",NA,2014,8,1,0.96,1,100,0,0,0,0,104
6,NA,NA,"Non-Latin Caribbean",NA,2014,NA,1363,7.07,726,53.26,9,0.66,0,0,19268
7,NA,NA,"The Americas",NA,2014,NA,147156,15.55,44678,30.36,1604,1.09,88,0.06,946328
1,"CAN",124,"Canada",NA,2014,9,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2014,9,80,0.02,80,100,0,0,0,0,322583
1,NA,NA,"North America",NA,2014,NA,80,0.02,80,100,0,0,0,0,322583
2,"BLZ",84,"Belize",NA,2014,9,401,117.94,18,4.49,NA,NA,NA,NA,340
2,"CRI",188,"Costa Rica","DEN 1,2,3",2014,9,1550,31.39,NA,NA,NA,NA,0,0,4938
2,"SLV",222,"El Salvador","DEN 1,2,3",2014,9,3427,53.68,1267,36.97,29,0.85,0,0,6384
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2014,9,767,4.84,209,27.25,7,0.91,0,0,15860
2,"HND",340,"Honduras","DEN 2,3,4",2014,9,1386,16.78,NA,NA,213,15.37,0,0,8261
2,"MEX",484,"Mexico","DEN 1,2,3,4",2014,9,10252,8.28,1923,18.76,697,6.8,0,0,123799
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2014,9,3706,60.07,421,11.36,0,0,0,0,6169
2,"PAN",591,"Panama","DEN 1,2,3",2014,8,2859,72.82,0,0,13,0.45,6,0.21,3926
2,NA,NA,"Central America Ithsmus and Mexico",NA,2014,NA,24348,14.35,3838,15.76,959,3.94,6,0.025,169677
3,"BOL",68,"Bolivia","DEN 4",2014,9,6370,58.72,970,15.23,101,1.59,0,0,10848
3,"COL",170,"Colombia","DEN 1,2,3,4",2014,9,19671,40.2,7488,38.07,494,2.51,0,0,48930
3,"ECU",593,"Ecuador","DEN 1,2,3,4",2014,9,1798,11.25,1798,100,5,0.28,0,0,15983
3,"PER",604,"Peru","DEN 1,2,3,4",2014,9,5529,17.97,2395,43.32,28,0.51,9,0.163,30769
3,"VEN",862,"Venezuela","DEN 1,2,3,4",2014,9,14655,47.5,70,0.48,48,0.33,0,0,30851
3,NA,NA,"Andean Subregion",NA,2014,NA,48023,34.96,12721,26.49,676,1.41,9,0.019,137381
4,"ARG",32,"Argentina","DEN 4",2014,9,725,1.73,14,1.93,0,0,0,0,41803
4,"BRA",76,"Brazil","DEN 1,2,3,4",2014,9,85378,42.26,34313,40.19,112,0.13,75,0.088,202034
4,"CHL",152,"Chile",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,17773
4,"PRY",600,"Paraguay","DEN 1,2,4",2014,9,5119,74,375,7.33,3,0.06,2,0.039,6918
4,"URY",858,"Uruguay",NA,2014,9,0,0,0,NA,0,NA,0,NA,3419
4,NA,NA,"Southern Cone",NA,2014,NA,91222,33.54,34702,38.04,115,0.13,77,0.084,271947
5,"CUB",192,"Cuba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11259
5,"DOM",214,"Dominican Republic","DEN 1,2,4",2014,9,1468,13.94,NA,NA,62,4.22,12,0.817,10529
5,"PRI",630,"Puerto Rico","DEN 1,2,4",2014,9,913,24.78,148,16.21,2,0.22,0,0,3684
5,NA,NA,"Latin Caribbean",NA,2014,NA,2381,9.35,148,6.22,64,2.69,12,0.504,25472
6,"AIA",660,"Anguilla","DEN 1,4",2014,6,7,43.75,2,28.57,0,0,0,0,16
6,"ATG",28,"Antigua and Barbuda",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,91
6,"ABW",533,"Aruba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,111
6,"BHS",44,"Bahamas",NA,2014,4,4,1.04,0,0,0,0,0,0,383
6,"BRB",52,"Barbados",NA,2014,9,197,67.93,62,31.47,NA,NA,0,0,290
6,"BMU",60,"Bermuda",NA,2014,9,0,0,0,NA,0,NA,0,NA,70
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
6,"CYM",136,"Cayman Islands",NA,2014,6,2,3.64,0,0,0,0,0,0,55
6,"CUW",531,"Curaçao",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,148
6,"DMA",212,"Dominica",NA,2014,6,23,31.51,0,0,0,0,0,0,73
6,"GUF",254,"French Guiana","DEN 1,2,4",2014,9,1180,462.75,219,18.56,7,0.59,0,0,255
6,"GRD",308,"Grenada",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,110
6,"GLP",312,"Guadeloupe","DEN 1,2,4",2014,7,664,141.88,262,39.46,8,1.2,0,0,468
6,"GUY",328,"Guyana",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,804
6,"HTI",332,"Haiti",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461
6,"JAM",388,"Jamaica",NA,2014,9,49,1.75,4,8.16,0,0,0,0,2799
6,"MTQ",474,"Martinique","DEN 1,2,4",2014,4,175,43.21,175,100,0,0,0,0,405
6,"MSR",500,"Montserrat",NA,2014,9,0,0,0,NA,0,NA,0,NA,5
6,"BLM",652,"Saint Barthelemy",NA,2014,9,35,100,14,40,0,0,0,0,35
6,"KNA",659,"Saint Kitts and Nevis",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
6,"LCA",662,"Saint Lucia",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,163
6,"MAF",663,"Saint Martin",NA,2014,4,142,443.75,142,100,1,0.7,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,103
