"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Dengue","Travel-associated cases","Reported cases","N","2012-07","AT","Austria",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","DE","Germany",35.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","EU_EEA31","EU/EEA",87.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","EU28","EU",81.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","FR","France",26.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","HU","Hungary",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","IE","Ireland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","IT","Italy",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","NO","Norway",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","PL","Poland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","SE","Sweden",12.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","SI","Slovenia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-07","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","AT","Austria",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","DE","Germany",71.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","EU_EEA31","EU/EEA",138.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","EU28","EU",129.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","FR","France",33.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","HU","Hungary",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","IE","Ireland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","IT","Italy",16.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","LV","Latvia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","NO","Norway",9.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","PL","Poland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","SE","Sweden",7.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","SI","Slovenia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-08","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","AT","Austria",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","DE","Germany",64.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","EU_EEA31","EU/EEA",104.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","EU28","EU",100.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","FR","France",16.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","HU","Hungary",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","IE","Ireland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","IT","Italy",11.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","NO","Norway",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","PL","Poland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","SE","Sweden",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","SI","Slovenia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-09","SK","Slovakia",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","AT","Austria",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","DE","Germany",61.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","EU_EEA31","EU/EEA",97.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","EU28","EU",95.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","FR","France",16.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","HU","Hungary",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","IE","Ireland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","IT","Italy",9.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","NO","Norway",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","PL","Poland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","RO","Romania",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","SE","Sweden",8.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","SI","Slovenia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-10","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","AT","Austria",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","DE","Germany",99.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","EU_EEA31","EU/EEA",141.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","EU28","EU",137.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","FI","Finland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","FR","France",12.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","HU","Hungary",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","IE","Ireland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","IT","Italy",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","NO","Norway",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","PL","Poland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","SE","Sweden",17.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","SI","Slovenia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-11","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","AT","Austria",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","DE","Germany",73.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","EU_EEA31","EU/EEA",114.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","EU28","EU",111.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","FR","France",9.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","HU","Hungary",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","IE","Ireland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","IT","Italy",10.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","NO","Norway",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","PL","Poland",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","SE","Sweden",15.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","SI","Slovenia",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2012-12","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","AT","Austria",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","BE","Belgium",10.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","DE","Germany",100.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","EU_EEA31","EU/EEA",256.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","EU28","EU",253.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","FR","France",18.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","HU","Hungary",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","IE","Ireland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","IT","Italy",10.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","LV","Latvia",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","NO","Norway",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","PL","Poland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","SE","Sweden",51.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","SI","Slovenia",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-01","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","AT","Austria",7.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","BE","Belgium",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","DE","Germany",69.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","EU_EEA31","EU/EEA",168.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","EU28","EU",164.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","FR","France",13.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","HU","Hungary",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","IE","Ireland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","IT","Italy",11.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","NO","Norway",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","PL","Poland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","SE","Sweden",22.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","SI","Slovenia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-02","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","AT","Austria",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","BE","Belgium",8.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","DE","Germany",72.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","EU_EEA31","EU/EEA",173.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","EU28","EU",167.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","FR","France",16.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","HU","Hungary",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","IE","Ireland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","IT","Italy",8.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","LV","Latvia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","NO","Norway",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","PL","Poland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","SE","Sweden",28.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","SI","Slovenia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-03","SK","Slovakia",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","AT","Austria",9.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","BE","Belgium",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","DE","Germany",85.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","EU_EEA31","EU/EEA",215.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","EU28","EU",207.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","FR","France",21.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","HU","Hungary",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","IE","Ireland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","IT","Italy",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","LV","Latvia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","NO","Norway",8.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","PL","Poland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","SE","Sweden",37.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","SI","Slovenia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-04","SK","Slovakia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","AT","Austria",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","BE","Belgium",9.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","DE","Germany",69.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","EU_EEA31","EU/EEA",180.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","EU28","EU",179.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","FR","France",40.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","HU","Hungary",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","IE","Ireland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","IT","Italy",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","NO","Norway",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","PL","Poland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","SE","Sweden",9.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","SI","Slovenia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-05","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","AT","Austria",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","BE","Belgium",10.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","DE","Germany",42.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","ES","Spain",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","EU_EEA31","EU/EEA",154.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","EU28","EU",150.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","FI","Finland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","FR","France",40.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","HU","Hungary",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","IE","Ireland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","IT","Italy",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","NO","Norway",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","PL","Poland",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","SE","Sweden",9.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","SI","Slovenia",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-06","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-07","AT","Austria",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-07","BE","Belgium",23.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-07","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-07","DE","Germany",58.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-07","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2013-07","EL","Greece",0.000000000,""
