"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Dengue","Travel-associated cases","Reported cases","N","2016-03","HU","Hungary",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","IE","Ireland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","IT","Italy",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","LT","Lithuania",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","NL","Netherlands",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","NO","Norway",8.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","PL","Poland",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","PT","Portugal",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","RO","Romania",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","SE","Sweden",56.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","SI","Slovenia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-03","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","AT","Austria",7.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","DE","Germany",156.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","ES","Spain",14.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","EU_EEA31","EU/EEA",301.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","EU28","EU",294.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","FR","France",38.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","HU","Hungary",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","IE","Ireland",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","IT","Italy",9.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","LV","Latvia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","NL","Netherlands",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","NO","Norway",7.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","PL","Poland",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","PT","Portugal",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","SE","Sweden",33.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","SI","Slovenia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-04","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","AT","Austria",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","DE","Germany",83.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","ES","Spain",15.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","EU_EEA31","EU/EEA",206.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","EU28","EU",204.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","FR","France",55.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","HU","Hungary",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","IE","Ireland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","IT","Italy",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","LT","Lithuania",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","NL","Netherlands",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","NO","Norway",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","PL","Poland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","PT","Portugal",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","RO","Romania",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","SE","Sweden",12.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","SI","Slovenia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-05","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","AT","Austria",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","DE","Germany",84.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","EL","Greece",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","ES","Spain",14.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","EU_EEA31","EU/EEA",183.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","EU28","EU",181.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","FR","France",31.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","HU","Hungary",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","IE","Ireland",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","IT","Italy",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","LU","Luxembourg",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","NL","Netherlands",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","NO","Norway",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","PL","Poland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","PT","Portugal",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","RO","Romania",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","SE","Sweden",8.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","SI","Slovenia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-06","SK","Slovakia",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","AT","Austria",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","DE","Germany",46.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","ES","Spain",21.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","EU_EEA31","EU/EEA",187.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","EU28","EU",183.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","FR","France",50.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","HU","Hungary",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","IE","Ireland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","IT","Italy",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","LT","Lithuania",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","NL","Netherlands",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","NO","Norway",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","PL","Poland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","PT","Portugal",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","SE","Sweden",7.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","SI","Slovenia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-07","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","AT","Austria",17.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","DE","Germany",64.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","ES","Spain",45.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","EU_EEA31","EU/EEA",324.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","EU28","EU",321.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","FR","France",85.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","HU","Hungary",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","IE","Ireland",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","IT","Italy",21.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","MT","Malta",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","NL","Netherlands",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","NO","Norway",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","PL","Poland",8.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","PT","Portugal",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","RO","Romania",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","SE","Sweden",12.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","SI","Slovenia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-08","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","AT","Austria",8.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","DE","Germany",82.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","EL","Greece",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","ES","Spain",27.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","EU_EEA31","EU/EEA",260.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","EU28","EU",256.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","FR","France",30.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","HU","Hungary",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","IE","Ireland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","IT","Italy",13.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","NL","Netherlands",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","NO","Norway",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","PL","Poland",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","PT","Portugal",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","RO","Romania",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","SE","Sweden",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","SI","Slovenia",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-09","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","AT","Austria",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","DE","Germany",69.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","ES","Spain",13.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","EU_EEA31","EU/EEA",167.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","EU28","EU",166.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","FR","France",18.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","HU","Hungary",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","IE","Ireland",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","IT","Italy",7.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","NL","Netherlands",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","NO","Norway",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","PL","Poland",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","PT","Portugal",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","SE","Sweden",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","SI","Slovenia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-10","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","AT","Austria",8.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","DE","Germany",47.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","ES","Spain",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","EU_EEA31","EU/EEA",152.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","EU28","EU",148.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","FR","France",16.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","HU","Hungary",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","IE","Ireland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","IT","Italy",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","NL","Netherlands",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","NO","Norway",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","PL","Poland",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","PT","Portugal",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","SE","Sweden",12.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","SI","Slovenia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-11","SK","Slovakia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","AT","Austria",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","DE","Germany",44.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","ES","Spain",7.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","EU_EEA31","EU/EEA",111.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","EU28","EU",107.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","FR","France",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","HU","Hungary",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","IE","Ireland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","IT","Italy",7.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","LV","Latvia",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","NL","Netherlands",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","NO","Norway",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","PL","Poland",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","PT","Portugal",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","SE","Sweden",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","SI","Slovenia",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2016-12","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","AT","Austria",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","DE","Germany",31.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","ES","Spain",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","EU_EEA31","EU/EEA",99.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","EU28","EU",94.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","FR","France",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","HU","Hungary",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","IE","Ireland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","IT","Italy",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","LT","Lithuania",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","NL","Netherlands",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","NO","Norway",5.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","PL","Poland",2.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","PT","Portugal",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","RO","Romania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","SE","Sweden",15.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","SI","Slovenia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-01","SK","Slovakia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","AT","Austria",6.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","BE","Belgium",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","CZ","Czechia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","DE","Germany",38.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","EE","Estonia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","EL","Greece",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","ES","Spain",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","EU_EEA31","EU/EEA",100.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","EU28","EU",98.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","FI","Finland",-,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","FR","France",7.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","HR","Croatia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","HU","Hungary",4.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","IE","Ireland",1.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","IS","Iceland",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","IT","Italy",3.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","LT","Lithuania",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","LU","Luxembourg",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","LV","Latvia",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","MT","Malta",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","NL","Netherlands",0.000000000,""
"Dengue","Travel-associated cases","Reported cases","N","2017-02","NO","Norway",2.000000000,""
